Play_Position	Identifier_in_play	Text	Polarity_differentiated	Polarity_threefold	Polarity_binary
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 14.Replik, Drama-Nummer: 72, ID:14	1_4_14_72_14	LEANDER:Ja, allerdings Lisette. Du wirst ihn nie genug loben können. Der ist noch der einzige, der mir mein Unglück wird tragen helfen. Ich habe allezeit die vorteilhaftesten Gedanken und die zärtlichsten Empfindungen für ihn gehabt. Ich zweifle nicht, er wird itzo zeigen, wie würdig er meiner Freundschaft sei. Hätte er sein Vermögen verloren, so würde das meinige das seinige gewesen sein. Ich würde die Hand der liebenswürdigsten Person seinetwegen ausschlagen. Damon, ja Damon – – – – o hätte er mein Herz – – – – Aber, aber – – ich weiß, das wahre Zärtliche in der Freundschaft hat er nie recht empfinden wollen – –	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 15.Replik, Drama-Nummer: 73, ID:15	1_4_15_73_15	LISETTE:Ja, Herr Leander, wenn Sie glücklich sein wollen, so müssen Sie diesen Damon einige Zeit aus den Augen setzen. Erschrecken Sie über diesen Vorschlag nicht.	mixed	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 16.Replik, Drama-Nummer: 74, ID:16	1_4_16_74_16	LEANDER:Wie versteht Ihr das?	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 17.Replik, Drama-Nummer: 75, ID:17	1_4_17_75_17	LISETTE:Nun, ich sehe doch, daß Sie mit einem ziemlich unerschrocknen Gesichte meine Erklärungen verlangen. Befürchten Sie nur nichts, ich rate Ihnen keine Verräterei an Ihrem Freunde. Weder er wird Ihnen, noch Sie werden sich selbst dabei was vorzuwerfen haben. Kurz, gehen Sie zu meiner Frau. Tun Sie ihr eine aufrichtige Liebeserklärung. Versichern Sie sie, daß sie Damon nicht mehr liebte. Wenn es sein muß, nehmen Sie noch ein Paar Notlügen dazu, wodurch er ihr desto gehässiger wird. Sie werden sehen, es wird alles gut gehen.	mixed	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 18.Replik, Drama-Nummer: 76, ID:18	1_4_18_76_18	LEANDER:Wenn sie aber nun darauf beruht, erst abzuwarten, wer am glücklichsten bei dem bewußten Handel gewesen, so wird mich ja alles nichts helfen.	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 19.Replik, Drama-Nummer: 77, ID:19	1_4_19_77_19	LISETTE:Hui! ist das der standhafte Freund? So leicht läßt er sich bereden? – – – Herr Leander, darauf wird sie wohl schwerlich bestehen. Doch gesetzt. Es schadet uns nichts. Wissen Sie was? Ich weiß, daß Sie und Herr Damon einige mal Lust hatten, mit Ihren Kapitalen zu tauschen. Sie sind von gleicher Summe. Ich dächte, Sie versuchten den Herrn Damon noch dazu zu bereden. Er weiß doch noch nichts, daß Ihr Schiff soll unglücklich gewesen sein?	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 20.Replik, Drama-Nummer: 78, ID:20	1_4_20_78_20	LEANDER:Nein.	negative	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 21.Replik, Drama-Nummer: 79, ID:21	1_4_21_79_21	LISETTE:Nun, sehen Sie, so geht es vollkommen gut an. Versuchen Sie sein Kapital zu bekommen, und treten Sie ihm das Ihrige mit allem Wucher ab. Sie können es leicht tun; und werden auch leicht eine scheinbare Ursache dazu ausfündig machen können. Wie, wenn Sie zu ihm sagten? Liebster Damon, die Freundschaft hat uns genau genug verbunden. Wie wär es aber, wenn wir auch unsre Glücksgüter dazu anwendeten, daß einer dem andern noch mehr verbunden würde? Lassen Sie uns derohalben einen Tausch mit den bewußten Geldern, die wir in die ostindische Handlung gegeben haben, treffen. Haben sich die Ihrigen mehr verinteressiert, als die meinigen, so werde ich Ihnen alsdenn einen Teil meines Vermögens zu danken haben. Sollten die meinigen mehr gewuchert haben, so werde ich das Vergnügen haben, dasjenige in Ihren Händen zu sehen, was das Glück mir eigentlich beschieden hatte. Und werden wir dadurch nicht desto mehr verpflichtet werden, einer dem andern mit seinem Vermögen, bei vorfallender Notwendigkeit, beizustehen?	mixed	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 22.Replik, Drama-Nummer: 80, ID:22	1_4_22_80_22	LEANDER:Euer Rat ist gut. Und auch der Vorwand scheinet mir scheinbar genug zu sein. Aber ich besorge, mein Freund möchte einmal einen Verdacht auf mich werfen. Drum möchte ich selbst ihm diesen Vorschlag nicht gern tun. Könntet Ihr nicht etwa Eure Frau auf den Einfall bringen? Wenn diese täte, als ob sie es gern sähe, – – so – – –	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 23.Replik, Drama-Nummer: 81, ID:23	1_4_23_81_23	LISETTE:Ich verstehe Sie. Ich verstehe Sie. Verlassen Sie sich auf mich, und machen Sie nur, daß Sie bald zu meiner Frau kommen.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 24.Replik, Drama-Nummer: 82, ID:24	1_4_24_82_24	LEANDER:So bald als ich mit meinem Freunde werde gesprochen haben. Gott ist mein Zeuge, daß ich bei allem dem redliche Absichten habe. Ich weiß es gewiß, mein Freund würde, wenn ich mein Vermögen verlöre, nicht großmütig genug sein können, die Pflichten, die er mir alsdenn, vermöge unsers Bundes, schuldig wäre, auszuüben. Ich will ihn derohalben von dem gewissen Schimpfe, von der Nachwelt ein ungetreuer Freund genennet zu werden, befreien. Meiner Seits aber will ich ihm zeigen, daß meine Reden vollkommen mit meinen Taten übereinstimmen. Er soll die Hälfte meines Vermögens haben. – – –	mixed	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 25.Replik, Drama-Nummer: 83, ID:25	1_4_25_83_25	LISETTE:In Ansehung dessen, daß ihm von Rechts wegen das ganze gehöret – – Das ist ein aufrichtiger Freund!	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 26.Replik, Drama-Nummer: 84, ID:26	1_4_26_84_26	LEANDER:Ich will alles anwenden, ihm wieder aufzuhelfen. Vielleicht ist er ein andermal glücklich. Vielleicht – – –	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 4.Szene, 27.Replik, Drama-Nummer: 85, ID:27	1_4_27_85_27	LISETTE:St! St! Herr Damon kömmt ohne Zweifel wieder. Ich will gehen. Er möchte denken, wer weiß was wir mit einander zu reden gehabt hätten. Ich geh zu meiner Frau. Kommen Sie bald nach. – – – – Nun, das hätte ich mir nicht vermutet.	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 1.Replik, Drama-Nummer: 86, ID:1	1_5_1_86_1	LEANDER:Ich darf ihm also nichts von meinem Unglücke sagen; weswegen ich ihn doch herbestellet hatte. – – – Was werde ich also mit ihm zu reden haben? – – Es wird sich schon geben.	negative	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 2.Replik, Drama-Nummer: 87, ID:2	1_5_2_87_2	DAMON:O wertester Leander, verzeihen Sie mir, daß Sie auf mich haben warten müssen.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 3.Replik, Drama-Nummer: 88, ID:3	1_5_3_88_3	LEANDER:Ich Ihnen verzeihen? Womit haben Sie mich beleidiget? Legen Sie doch endlich einmal, allerliebster Freund, das mir so nachteilige Vorurteil ab, daß Sie im Stande wären, mich zu beleidigen. Ein Freund wird über den andern nie verdrießlich. Der Pöbel, dem die süße Vereinigung der Gemüter unbekannt ist, und ewig zu seinem unersetzlichen Schaden, unbekannt bleiben wird, der Pöbel, die Schande des menschlichen Geschlechts, mag untereinander zürnen. Die Freundschaft bewaffnet eine edle Seele mit einer unüberwindlichen Sanftmut. Was ihr Freund tut, was von ihrem Freunde kömmt, ist ihr billig und angenehm. Die Beleidigungen werden nur durch die bösen Absichten dessen, der beleidiget, und durch die Empfindlichkeit dessen, der beleidiget wird, zu Beleidigungen. Wo niemand also böse Absichten hat, wo niemand empfindlich wird, da haben auch keine Beleidigungen Statt. Wird aber ein Freund gegen den andern wohl böse Absichten hegen? Oder wird ein Freund über den andern wohl empfindlich werden? Nein. Drum, liebster Damon, wenn mir auch durch Sie der größte Schimpf widerführe; wenn ich durch Sie um Ehre und Ansehen käme; wenn ich durch Sie Gut und Geld verlöre; wenn ich durch Sie ungesund, lahm, blind und taub würde; wenn Sie mich um Vater und Mutter brächten; wenn Sie mir selbst das Leben nähmen; glauben Sie, liebster Damon, daß Sie mich alsdenn beleidiget hätten? Nein. So viel Unrecht Sie auch hätten, so viel Recht würden Sie bei mir haben. Würde Sie auch die ganze Welt verdammen; ich würde Sie entschuldigen, ich würde Sie lossprechen.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 4.Replik, Drama-Nummer: 89, ID:4	1_5_4_89_4	DAMON:Ich will wünschen, Leander, daß ich Ihnen mit gleichem Feuer antworten könnte. Ich will mich bemühen, Ihre Freundschaft nie auf eine so harte Probe zu setzen.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 5.Replik, Drama-Nummer: 90, ID:5	1_5_5_90_5	LEANDER:Ei, liebster Freund, wie so kaltsinnig? Zweifeln Sie an der Aufrichtigkeit meiner Rede? Zweifeln Sie, ob meine Freundschaft diese Probe aushalten würde? Wollte doch Gott, ja wollte doch Gott, daß Sie mich, je eher je lieber auf eine Art beleidigten, welche bei andern unvergeblich sein würde! wie vergnügt, wie entzückt wollte ich sein, die süße Rache einer großmütigen Verzeihung an Ihnen auszuüben.	mixed	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 6.Replik, Drama-Nummer: 91, ID:6	1_5_6_91_6	DAMON:Und ich will mir dagegen wünschen, daß ich dieser großmütigen Verzeihung niemals möge nötig haben.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 7.Replik, Drama-Nummer: 92, ID:7	1_5_7_92_7	LEANDER:Ja, Damon, und ich würde, in gleichen Fällen, auch ein Gleiches von Ihnen erwarten. O! ich kenne Sie zu wohl. Ihre Seele ist edel und großmütig. Und diese läßt mich nicht daran zweifeln.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 8.Replik, Drama-Nummer: 93, ID:8	1_5_8_93_8	DAMON:Sie trauen mir zu viel zu, wertester Leander. Voll Scham gesteh ich Ihnen, daß ich mich zu schwach dazu befinde. Die Gedanken davon scheinen mir edel und wahr. Die Erfüllung aber unmöglich. Ich zittere schon im voraus, wenn ich mir vorstelle, daß meine Freundschaft einen so harten Versuch vielleicht einmal auszuhalten habe. Doch Ihre Tugend ist mir gut dafür. Und ist ein Freund wohl auch zu einer so allzu großmütigen Sanftmut verbunden? Ich weiß es, es ist die Pflicht eines Freundes, dem andern zu verzeihen. Doch ist es auch des andern Pflicht, ihm so wenig Gelegenheit dazu zu geben, als ihm nur möglich ist.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 9.Replik, Drama-Nummer: 94, ID:9	1_5_9_94_9	LEANDER:Freund, im Verzeihen müssen wir dem Himmel gleich sein. Unsere Verbrechen, so groß und so häufig sie sind, machen ihn in dieser, ihm würdigen, Beschäftigung nicht müde. Wen man einmal zu seinem Freunde erwählt hat, den muß man behalten. Weder seine Fehler noch seine Beleidigungen müssen vermögend sein, ihn aus unsrer Gunst zu setzen. Man beschimpfet sich selbst, wenn man es dazu kommen läßt. Oder ist es etwan kein Schimpf, wenn man mit Scham gestehen muß, daß man in der Wahl gröblich geirret habe?	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 10.Replik, Drama-Nummer: 95, ID:10	1_5_10_95_10	DAMON:Aber, liebster Leander, sagen Sie mir doch, weswegen Sie mit mir zu reden verlangt? Was ist denn das Wichtige, das Sie mir zu entdecken haben?	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 11.Replik, Drama-Nummer: 96, ID:11	1_5_11_96_11	LEANDER:Werden Ihnen meine Reden beschwerlich? Ich kann es nicht glauben. Sie wissen, wie gern man von Sachen redet, die uns angenehm sind. Und ich weiß, man höret auch eben so gern davon. Sie scheinen mir aber heute zu beiden ein wenig verdrießlich. Was beunruhiget Sie? Ist Ihnen ein Unglück zugestoßen? Entdecken Sie mir es. Machen Sie mir das Vergnügen, Ihren Schmerz mit Ihnen zu teilen. Sie sollen alsdenn alles erfahren, was ich Ihnen zu sagen habe.	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 12.Replik, Drama-Nummer: 97, ID:12	1_5_12_97_12	DAMON:Sie betrügen sich nicht. Ich bin bestürzt und bekümmert.	mixed	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 13.Replik, Drama-Nummer: 98, ID:13	1_5_13_98_13	LEANDER:Und worüber? O was zaudern Sie, mir Ihr Geheimnis anzuvertrauen. Setzen Sie in meine Verschwiegenheit ein Mißtrauen? Zweifeln Sie, daß ich Ihnen helfen werde, wenn es in meinen Kräften stehet? Oder zweifeln Sie gar an meinem Mitleiden? Wenn ich mein Herz gegen Sie ausschütten kann, so weichet gleich die Hälfte meines Grams. Und versuchen Sie es nur. Vielleicht bin ich so glücklich, daß Sie auch in meinem Vertrauen einige Erleichterung finden.	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 14.Replik, Drama-Nummer: 99, ID:14	1_5_14_99_14	DAMON:Es betrifft mich und Sie.	neutral	neutral	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 15.Replik, Drama-Nummer: 100, ID:15	1_5_15_100_15	LEANDER:Und desto eher; nur heraus damit. Müssen Sie es etwan verschweigen? O! was man nur seinem Freunde sagt, hat man noch niemanden gesagt. Ich und mein Freund sind eine Person. Und wenn ich den größten Eidschwur darauf getan hätte, gegen niemanden ein Wort von dem oder jenen zu gedenken, so könnte ich es doch, ohne den Eidschwur zu brechen, meinem Freunde sagen. Was ich dem vertraue, vertraue ich mir selbst. Und ich tue nichts mehr, als wenn ich es noch einmal für mich in den Gedanken wiederholte.	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 16.Replik, Drama-Nummer: 101, ID:16	1_5_16_101_16	DAMON:Nein. Nein. Es soll Ihnen nicht verborgen sein. Könnten Sie sich wohl einbilden, zu was sich die Madam entschlossen?	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 17.Replik, Drama-Nummer: 102, ID:17	1_5_17_102_17	LEANDER:Worinne?	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 18.Replik, Drama-Nummer: 103, ID:18	1_5_18_103_18	DAMON:Nun raten Sie einmal, auf was sie es will ankommen lassen, welchem sie von uns beiden ihre Hand geben solle?	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 19.Replik, Drama-Nummer: 104, ID:19	1_5_19_104_19	LEANDER:Und eben dieses, mein Damon, eben dieses hatte ich Ihnen auch zu sagen.	neutral	neutral	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 20.Replik, Drama-Nummer: 105, ID:20	1_5_20_105_20	DAMON:Aufrichtig nun zu reden, ich bin über diesen niederträchtigen Entschluß erstaunet. Nein, Leander, ehe ich ihre Hand einer solchen schändlichen Ursache zu danken haben wollte, eher will ich sie Zeit Lebens ausschlagen.	mixed	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 21.Replik, Drama-Nummer: 106, ID:21	1_5_21_106_21	LEANDER:Und glauben Sie denn, daß ich sie annehmen würde? Wir haben die uneigennützigsten Absichten gegen sie. Wir würden sie lieben, wenn sie auch nichts besäße. Und sie ist gegen uns so eigennützig? Ist ein verachtungswürdiger Reichtum das einzige, was ihr an uns gefällt?	uncertain	negative	negative
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 22.Replik, Drama-Nummer: 107, ID:22	1_5_22_107_22	DAMON:Wie, wenn wir diesen Entschluß auf alle mögliche Art suchten zu nichte zu machen? Darf ich Ihnen wohl was vorschlagen? Was meinen Sie, wenn wir Schaden und Gewinst bei unserm Handel teilten?	neutral	neutral	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 23.Replik, Drama-Nummer: 108, ID:23	1_5_23_108_23	LEANDER:St! das ist Wasser auf meine Mühle. So könnte das Tauschen gar bleiben – – – Ja, Sie haben Recht. Nichts könnte sie leichter wieder auf den rechten Weg bringen, einen von uns aus Neigung und Verdienst zu wählen. Wohl! Ich bin es zufrieden.	positive	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 24.Replik, Drama-Nummer: 109, ID:24	1_5_24_109_24	DAMON:O wie vergnügt machen Sie mich durch Ihren Beifall wieder. Ich besorgte immer, ich besorgte. Sie würden mir ihn hier entziehen. Und Sie hätten Recht dazu gehabt.	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 25.Replik, Drama-Nummer: 110, ID:25	1_5_25_110_25	LEANDER:Wie wenig trauen Sie mir doch zu! So? Was könnte ich denn für Recht haben, hierinne nicht mit Ihnen einig zu sein? Alle Güter sind ja unter Freunden gemein. Was ich besitze, besitzen Sie. Und was Sie besitzen, darauf glaube ich auch ein kleines Recht zu haben. Verflucht sei der Eigennutz! wenn Ihnen das Unglück auch so sehr zuwider sein sollte, daß Sie alles, alles dabei verlören. Nicht die Hälfte meines Vermögens, mein ganzes Vermögen wäre allezeit so gut, als das Ihrige.	neutral	neutral	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 26.Replik, Drama-Nummer: 111, ID:26	1_5_26_111_26	DAMON:Freund, Sie machen mich ganz beschämt!	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 27.Replik, Drama-Nummer: 112, ID:27	1_5_27_112_27	LEANDER:Was ich sage, würde ich auch tun. Und wenn ich es getan hätte, so würde ich doch nichts mehr getan haben, als was die Pflicht eines Freundes verlangt.	neutral	neutral	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 28.Replik, Drama-Nummer: 113, ID:28	1_5_28_113_28	DAMON:Aber ich weiß nicht, was ich bei mir für eine geheime Ursache finde, selbst an der Wahrheit dieses Entschlusses zu zweifeln. Könnte mir wohl Lisette – –	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 29.Replik, Drama-Nummer: 114, ID:29	1_5_29_114_29	LEANDER:Und von der hab ich es auch. Doch dahinter wollen wir wohl kommen. Es liegt uns beiden nicht wenig dran. Erlauben Sie mir, daß ich Sie verlasse. Ich will selbst zu ihr gehen, und mich bei unserer Liebsten erkundigen.	neutral	neutral	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 30.Replik, Drama-Nummer: 115, ID:30	1_5_30_115_30	DAMON:Aber, Leander, wie wird sich das schicken? Wird sie über diese Neugierigkeit nicht empfindlich werden?	uncertain	positive	positive
Damon, oder die wahre Freundschaft 1.Akt, 5.Szene, 31.Replik, Drama-Nummer: 116, ID:31	1_5_31_116_31	LEANDER:Sorgen Sie nicht, ich will es schon mit einer Art vorzubringen wissen – – – –	positive	positive	positive
